miRNA,mLi_1,mLi_2,mLi_3,mLu_1,mLu_2,mLu_3,nCR_1,nCR_2,nCR_3,nLi_1,nLi_2,nLi_3,nLu_1,nLu_2,nLu_3,pCRC_1,pCRC_2,pCRC_3
Hsa-Mir-19-P1_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-19-P2a_3p/19-P2b_3p,1017.0,820.0,351.0,1268.0,827.0,2197.0,300.0,439.0,295.0,342.0,659.0,139.0,59.0,80.0,466.0,244.0,1286.0,216.0
Hsa-Mir-19-P2a_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Hsa-Mir-19-P2b_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-190-P1_3p*,3.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-190-P1_5p,24.0,33.0,18.0,9.0,18.0,15.0,42.0,76.0,68.0,10.0,16.0,0.0,0.0,0.0,7.0,36.0,28.0,53.0
Hsa-Mir-190-P2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-190-P2_5p,6.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0
Hsa-Mir-1908_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1908_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-191-v1_3p*/191-v2_3p*,2.0,4.0,3.0,0.0,2.0,0.0,2.0,4.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0
Hsa-Mir-191-v1_5p/191-v2_5p,10569.0,6703.0,17720.0,9287.0,20056.0,11775.0,9259.0,12768.0,5679.0,9769.0,5086.0,5887.0,4739.0,10314.0,6355.0,4060.0,19143.0,3348.0
Hsa-Mir-1910_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1910_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1911_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1911_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1912_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1912_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1913_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1913_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1914_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1914_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1915_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1915_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-192-P1_3p*,13.0,23.0,25.0,16.0,27.0,4.0,27.0,44.0,22.0,29.0,36.0,7.0,0.0,0.0,0.0,9.0,22.0,12.0
Hsa-Mir-192-P1_5p/192-P2_5p,22406.0,117816.0,54026.0,75953.0,99383.0,41050.0,68397.0,152531.0,68253.0,54376.0,100396.0,35953.0,202.0,250.0,1021.0,52015.0,59446.0,33513.0
Hsa-Mir-192-P2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0,4.0
Hsa-Mir-193-P1a_3p*,46.0,28.0,13.0,7.0,12.0,21.0,0.0,8.0,18.0,12.0,93.0,9.0,0.0,3.0,20.0,21.0,6.0,19.0
Hsa-Mir-193-P1a_5p,34.0,32.0,178.0,4.0,4.0,5.0,18.0,24.0,32.0,192.0,83.0,442.0,19.0,30.0,10.0,0.0,35.0,21.0
Hsa-Mir-193-P1b_3p,94.0,16.0,212.0,100.0,28.0,32.0,112.0,62.0,97.0,410.0,408.0,224.0,23.0,41.0,35.0,31.0,103.0,90.0
Hsa-Mir-193-P1b_5p,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0
Hsa-Mir-193-P2a-v1_3p/193-P2a-v2_3p/193-P2b_3p,35.0,3.0,84.0,29.0,15.0,23.0,40.0,45.0,83.0,247.0,108.0,135.0,14.0,32.0,39.0,7.0,59.0,18.0
Hsa-Mir-193-P2a-v1_5p/193-P2a-v2_5p,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,0.0
Hsa-Mir-193-P2b_5p*,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-194-P1_3p*,6.0,34.0,64.0,22.0,24.0,7.0,42.0,81.0,22.0,58.0,34.0,50.0,0.0,0.0,0.0,11.0,42.0,12.0
Hsa-Mir-194-P1_5p/194-P2_5p,1144.0,6410.0,3425.0,1529.0,1827.0,866.0,2510.0,7669.0,2615.0,2793.0,4203.0,1978.0,3.0,10.0,17.0,2658.0,3632.0,1483.0
Hsa-Mir-194-P2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0
Hsa-Mir-196-P1_3p*,9.0,0.0,14.0,0.0,0.0,2.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
Hsa-Mir-196-P1_5p/196-P2_5p,84.0,13.0,140.0,82.0,17.0,148.0,185.0,394.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,195.0,26.0
Hsa-Mir-196-P2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-196-P3_3p*,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Hsa-Mir-196-P3_5p,289.0,1545.0,427.0,1389.0,194.0,172.0,155.0,399.0,131.0,8.0,0.0,13.0,0.0,0.0,0.0,133.0,1015.0,97.0
Hsa-Mir-197_3p,122.0,63.0,352.0,50.0,22.0,29.0,165.0,153.0,114.0,438.0,154.0,397.0,198.0,173.0,64.0,52.0,191.0,114.0
Hsa-Mir-197_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-199-P1-v1_3p/199-P1-v2_3p/199-P1-v3_3p/199-P2-v1_3p/199-P2-v2_3p/199-P2-v3_3p/199-P3-v1_3p/199-P3-v2_3p/199-P3-v3_3p,6782.0,8094.0,1159.0,1631.0,1748.0,2099.0,1892.0,2337.0,1490.0,2495.0,3011.0,1264.0,627.0,880.0,1708.0,1132.0,2703.0,2983.0
Hsa-Mir-199-P1-v1_5p*/199-P1-v2_5p*/199-P1-v3_5p*/199-P2-v1_5p*/199-P2-v2_5p*/199-P2-v3_5p*,799.0,720.0,122.0,188.0,153.0,273.0,145.0,149.0,159.0,264.0,389.0,145.0,57.0,113.0,217.0,99.0,154.0,249.0
Hsa-Mir-199-P3-v1_5p*/199-P3-v2_5p*/199-P3-v3_5p*,650.0,96.0,81.0,157.0,216.0,269.0,177.0,253.0,248.0,61.0,42.0,11.0,56.0,102.0,267.0,93.0,218.0,193.0
Hsa-Mir-202_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-202_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-203-v1_3p/203-v2_3p,402.0,732.0,1890.0,1029.0,608.0,559.0,420.0,465.0,295.0,100.0,80.0,70.0,326.0,347.0,710.0,354.0,816.0,420.0
Hsa-Mir-203-v1_5p*/203-v2_5p*,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-204-P1_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-204-P1_5p,77.0,98.0,37.0,23.0,3.0,19.0,34.0,37.0,25.0,155.0,95.0,105.0,36.0,34.0,15.0,3.0,13.0,7.0
Hsa-Mir-204-P2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-204-P2_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0
Hsa-Mir-205-P1_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-205-P1_5p,0.0,0.0,0.0,19.0,18.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,111.0,244.0,0.0,0.0,0.0
Hsa-Mir-208-P1_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-208-P1_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-208-P2_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-208-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-210_3p,246.0,135.0,84.0,539.0,320.0,212.0,67.0,182.0,38.0,41.0,60.0,35.0,31.0,31.0,76.0,128.0,34.0,87.0
Hsa-Mir-210_5p*,4.0,6.0,8.0,3.0,5.0,0.0,2.0,5.0,0.0,11.0,6.0,21.0,0.0,0.0,2.0,9.0,2.0,4.0
Hsa-Mir-2114_3p,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2114_5p,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2115_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2115_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2116_3p,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2116_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-214_3p,232.0,179.0,196.0,55.0,40.0,71.0,89.0,99.0,102.0,193.0,101.0,116.0,53.0,99.0,30.0,24.0,141.0,93.0
Hsa-Mir-214_5p*,61.0,54.0,9.0,9.0,6.0,11.0,12.0,4.0,13.0,38.0,37.0,10.0,10.0,8.0,4.0,11.0,21.0,31.0
Hsa-Mir-216-P1a_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-216-P1a_5p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-216-P1b_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-216-P1b_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-217-v1_3p*/217-v2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-217-v1_5p/217-v2_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-218-P1_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-218-P1_5p/218-P2_5p,98.0,29.0,6.0,36.0,27.0,125.0,12.0,17.0,39.0,6.0,9.0,0.0,37.0,89.0,162.0,6.0,7.0,13.0
Hsa-Mir-218-P2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-219-P1_3p*,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-219-P1_5p/219-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-219-P2_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-21_3p*,2467.0,952.0,427.0,1776.0,2462.0,3583.0,333.0,497.0,294.0,190.0,238.0,65.0,91.0,268.0,554.0,1032.0,1205.0,1818.0
Hsa-Mir-21_5p,77212.0,43284.0,13821.0,37925.0,35946.0,56280.0,8783.0,12070.0,7823.0,7450.0,9256.0,3359.0,1868.0,4199.0,11818.0,19374.0,36543.0,49088.0
Hsa-Mir-22-P1a_3p,37438.0,20398.0,14034.0,9525.0,9052.0,14938.0,8418.0,14481.0,8788.0,43280.0,52024.0,33445.0,6999.0,8857.0,16676.0,9594.0,11875.0,21565.0
Hsa-Mir-22-P1a_5p*,41.0,5.0,8.0,16.0,18.0,22.0,15.0,36.0,15.0,25.0,21.0,18.0,0.0,13.0,19.0,10.0,11.0,20.0
Hsa-Mir-221-P1_3p,1055.0,1234.0,1202.0,996.0,1318.0,1583.0,752.0,1031.0,601.0,176.0,109.0,72.0,584.0,1132.0,1421.0,395.0,2084.0,655.0
Hsa-Mir-221-P1_5p*,13.0,6.0,7.0,6.0,13.0,15.0,9.0,13.0,8.0,7.0,9.0,3.0,10.0,11.0,13.0,7.0,16.0,9.0
Hsa-Mir-221-P2_3p,553.0,1266.0,1254.0,329.0,793.0,527.0,342.0,425.0,234.0,135.0,83.0,100.0,576.0,729.0,499.0,200.0,1215.0,494.0
Hsa-Mir-221-P2_5p*,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-223_3p,1275.0,55.0,138.0,375.0,62.0,265.0,75.0,64.0,37.0,219.0,133.0,56.0,53.0,79.0,227.0,296.0,413.0,419.0
Hsa-Mir-223_5p*,16.0,0.0,4.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,10.0,0.0
Hsa-Mir-224_3p*,3.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0
Hsa-Mir-224_5p,108.0,317.0,294.0,74.0,129.0,92.0,22.0,38.0,20.0,14.0,20.0,60.0,31.0,24.0,33.0,48.0,247.0,110.0
Hsa-Mir-2276_3p,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2276_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2277_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Hsa-Mir-2277_5p,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0
Hsa-Mir-2278-v1_3p*/2278-v2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2278-v1_5p/2278-v2_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-23-P1_3p,1706.0,1202.0,1240.0,819.0,467.0,912.0,706.0,986.0,805.0,427.0,284.0,169.0,541.0,1458.0,785.0,380.0,1374.0,926.0
Hsa-Mir-23-P1_5p*,0.0,16.0,12.0,3.0,2.0,0.0,0.0,11.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,2.0,15.0,7.0
Hsa-Mir-23-P2_3p,1580.0,634.0,1055.0,1183.0,590.0,983.0,1544.0,1816.0,1717.0,2105.0,1923.0,1218.0,1355.0,2654.0,1785.0,543.0,1169.0,861.0
Hsa-Mir-23-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2355_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2355_5p,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0
Hsa-Mir-24-P1_3p/24-P2_3p,866.0,356.0,463.0,586.0,469.0,940.0,508.0,907.0,598.0,393.0,277.0,139.0,369.0,1019.0,903.0,215.0,760.0,367.0
Hsa-Mir-24-P1_5p*,72.0,57.0,19.0,4.0,12.0,22.0,9.0,10.0,7.0,5.0,11.0,2.0,6.0,17.0,21.0,12.0,16.0,44.0
Hsa-Mir-24-P2_5p*,5.0,5.0,0.0,0.0,0.0,4.0,5.0,3.0,2.0,2.0,8.0,0.0,0.0,3.0,2.0,0.0,0.0,8.0
Hsa-Mir-2467_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2467_5p*,3.0,2.0,0.0,5.0,8.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
Hsa-Mir-26-P1_3p*,0.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-26-P1_5p/26-P2_5p,38503.0,56965.0,21263.0,41960.0,18247.0,36409.0,34177.0,62556.0,39871.0,35074.0,37350.0,20687.0,24962.0,54153.0,59004.0,9924.0,18641.0,16649.0
Hsa-Mir-26-P2_3p*,13.0,15.0,4.0,10.0,8.0,6.0,3.0,3.0,5.0,8.0,15.0,0.0,0.0,4.0,2.0,5.0,6.0,3.0
Hsa-Mir-26-P3_3p*,12.0,32.0,10.0,4.0,14.0,18.0,14.0,23.0,2.0,32.0,49.0,16.0,6.0,8.0,18.0,6.0,9.0,7.0
Hsa-Mir-26-P3_5p,3738.0,3418.0,1056.0,2465.0,2830.0,3557.0,2499.0,3187.0,2513.0,4221.0,6332.0,2859.0,1621.0,2653.0,6217.0,1107.0,1803.0,1280.0
Hsa-Mir-2681_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-2681_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-27-P1_3p/27-P2_3p,22697.0,23983.0,5510.0,15428.0,14043.0,15931.0,9005.0,12873.0,10601.0,17309.0,31168.0,11922.0,8035.0,13192.0,25045.0,8094.0,13313.0,18323.0
Hsa-Mir-27-P1_5p*,36.0,41.0,17.0,18.0,29.0,17.0,12.0,25.0,15.0,11.0,10.0,3.0,0.0,6.0,19.0,9.0,11.0,36.0
Hsa-Mir-27-P2_5p*,30.0,29.0,17.0,24.0,30.0,37.0,16.0,30.0,15.0,35.0,31.0,28.0,17.0,31.0,33.0,15.0,18.0,19.0
Hsa-Mir-28-P1_3p,2223.0,3014.0,3307.0,2485.0,2233.0,1993.0,2782.0,4141.0,2456.0,4442.0,3111.0,3071.0,1775.0,2556.0,1784.0,1165.0,2150.0,2852.0
Hsa-Mir-28-P1_5p*,293.0,287.0,177.0,158.0,173.0,130.0,347.0,431.0,388.0,314.0,486.0,265.0,96.0,158.0,185.0,124.0,220.0,341.0
Hsa-Mir-28-P2_3p,1585.0,1609.0,2255.0,2478.0,2285.0,2085.0,1235.0,1895.0,1009.0,1904.0,1793.0,1265.0,1741.0,2943.0,2776.0,664.0,2677.0,1416.0
Hsa-Mir-28-P2_5p,1271.0,1284.0,1503.0,627.0,631.0,462.0,760.0,842.0,682.0,1986.0,1838.0,1147.0,593.0,957.0,937.0,386.0,1319.0,963.0
Hsa-Mir-28-P3_3p*,17.0,4.0,0.0,13.0,13.0,19.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,8.0,0.0,7.0,7.0
Hsa-Mir-28-P3_5p,45.0,10.0,6.0,24.0,17.0,71.0,4.0,11.0,6.0,0.0,4.0,0.0,4.0,0.0,13.0,6.0,28.0,29.0
Hsa-Mir-29-P1a_3p,2811.0,4227.0,877.0,1346.0,1134.0,2045.0,999.0,1009.0,656.0,1247.0,1644.0,468.0,385.0,435.0,1276.0,779.0,1110.0,1237.0
Hsa-Mir-29-P1a_5p*,9.0,15.0,0.0,4.0,4.0,5.0,3.0,0.0,5.0,4.0,6.0,4.0,0.0,0.0,5.0,0.0,5.0,8.0
Hsa-Mir-29-P1b_3p,442.0,396.0,32.0,163.0,126.0,283.0,202.0,219.0,249.0,236.0,584.0,117.0,97.0,127.0,520.0,181.0,65.0,133.0
Hsa-Mir-29-P1b_5p*,18.0,4.0,10.0,10.0,7.0,13.0,7.0,14.0,14.0,11.0,26.0,9.0,0.0,11.0,18.0,20.0,5.0,8.0
Hsa-Mir-29-P2a_3p/29-P2b-v1_3p/29-P2b-v2_3p,305.0,182.0,64.0,193.0,140.0,392.0,71.0,61.0,72.0,54.0,134.0,18.0,17.0,28.0,178.0,85.0,103.0,65.0
Hsa-Mir-29-P2a_5p*,2.0,3.0,4.0,0.0,3.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Hsa-Mir-29-P2b-v1_5p*/29-P2b-v2_5p*,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,6.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
Hsa-Mir-296_3p*,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-296_5p,3.0,0.0,0.0,2.0,2.0,0.0,5.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
Hsa-Mir-30-P1a_3p*,109.0,147.0,36.0,139.0,107.0,330.0,76.0,96.0,130.0,187.0,206.0,120.0,603.0,1174.0,1394.0,11.0,30.0,30.0
Hsa-Mir-30-P1a_5p,2888.0,3692.0,1001.0,2749.0,3305.0,6368.0,1318.0,2002.0,2078.0,4807.0,7965.0,3417.0,11170.0,11842.0,32658.0,744.0,773.0,1190.0
Hsa-Mir-30-P1b_3p*,296.0,199.0,87.0,241.0,166.0,310.0,171.0,279.0,222.0,378.0,602.0,228.0,113.0,255.0,417.0,60.0,138.0,97.0
Hsa-Mir-30-P1b_5p,3303.0,2145.0,853.0,1880.0,2227.0,1938.0,1725.0,2484.0,1774.0,4371.0,7282.0,2195.0,522.0,728.0,2493.0,1272.0,1565.0,1745.0
Hsa-Mir-30-P1c_3p*,40.0,38.0,4.0,29.0,35.0,43.0,7.0,24.0,17.0,32.0,104.0,13.0,33.0,40.0,128.0,21.0,19.0,16.0
Hsa-Mir-30-P1c_5p,2921.0,3329.0,5281.0,5411.0,3408.0,5720.0,3293.0,5210.0,2645.0,8709.0,6339.0,4706.0,11325.0,15783.0,17056.0,1703.0,3356.0,2573.0
Hsa-Mir-30-P2a_3p*,10.0,22.0,2.0,6.0,2.0,12.0,4.0,5.0,7.0,20.0,25.0,16.0,57.0,60.0,47.0,2.0,3.0,0.0
Hsa-Mir-30-P2a_5p/30-P2b_5p/30-P2c_5p,1575.0,2136.0,1194.0,1268.0,919.0,1572.0,1441.0,1978.0,1554.0,4086.0,3814.0,2961.0,1896.0,3097.0,4009.0,606.0,1255.0,789.0
Hsa-Mir-30-P2b_3p*,20.0,15.0,12.0,5.0,8.0,8.0,0.0,6.0,6.0,29.0,23.0,17.0,8.0,9.0,5.0,0.0,4.0,5.0
Hsa-Mir-30-P2c_3p*,0.0,2.0,5.0,2.0,0.0,2.0,0.0,0.0,5.0,10.0,8.0,19.0,8.0,4.0,4.0,0.0,4.0,0.0
